PUBID,COMSTOCKBLDGTYPE,SQFT,FINALWT,FINALWT_SQFT,CENDIV,PUBCLIM,cstock_sys_type,primary_htg_fuel,secondary_htg_fuel,pct_heated,pct_cooled,main_htg_eq,main_clg_eq,chiller_type,chiller_pct,district_cw?,district_cw_pct,boiler?,pct_boiler,furnace?,pct_furnace,hp_rtu?,hp_zone?,hp_type,pct_hp,fcu?,ptac?,res_furn?,res_ac?,unit_heater?,baseboard_htg?,evap_cooling?,pct_evap_cool,has_vav?,doas?,has_psz?,frac_en_fuel,frac_htg_en_fuel
6072,retail,3000,1879.456006,5638368.018,South Atlantic,Hot-dry/Mixed-dry/Hot-humid,none,none,none,999,100,imputed,Residential-type central air conditioners (other than heat pumps) that cool air directly and circulate it without using chilled water,none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,none,999,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,999,FALSE,FALSE,FALSE,0,
6073,primary_school,166000,139.1699549,23102212.52,Mountain,Hot-dry/Mixed-dry/Hot-humid,PVAV with gas heat with electric reheat,Natural_Gas,Electricity,100,80,Packaged central unit (roof mounted),District chilled water piped in from outside the building,none,999,TRUE,100,FALSE,999,FALSE,999,FALSE,FALSE,none,999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,TRUE,FALSE,TRUE,0.2975743353606587,0.9465875568236773
6075,quick_service_restaurant,5000,789.9365928,3949682.964,West North Central,Very cold/Cold,PSZ-AC with gas coil,Natural_Gas,none,100,100,Packaged central unit (roof mounted),Packaged air conditioning units (other than heat pumps),none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,none,999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,FALSE,FALSE,TRUE,0.4789933276411328,1
6076,large_hotel,19500,356.1982883,6945866.621,Pacific,Hot-dry/Mixed-dry/Hot-humid,DOAS with fan coil air-cooled chiller with boiler,Natural_Gas,none,95,95,Boilers inside (or adjacent to) the building that produce steam or hot water,Central chillers inside (or adjacent to) the building that chill water for air conditioning,air-cooled,100,FALSE,999,TRUE,100,FALSE,999,FALSE,FALSE,none,999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,FALSE,FALSE,FALSE,0.5932450983762476,1
6077,large_hotel,110000,52.14623376,5736085.714,East North Central,Very cold/Cold,none,Electricity,none,100,100,Packaged central unit (roof mounted),Packaged air conditioning units (other than heat pumps),none,999,FALSE,999,TRUE,75,FALSE,999,FALSE,FALSE,none,999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,FALSE,FALSE,FALSE,0.5107485154577919,0
6079,retail,146000,847.3702061,123716050.1,West South Central,Hot-dry/Mixed-dry/Hot-humid,PSZ-AC with electric coil,Electricity,none,100,100,Packaged central unit (roof mounted),Packaged air conditioning units (other than heat pumps),none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,none,999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,FALSE,TRUE,TRUE,0,0
6080,primary_school,1800,1779.411978,3202941.561,Mountain,Very cold/Cold,PSZ-AC with gas coil,Propane,Electricity,100,50,Packaged central unit (roof mounted),Individual room air conditioners (other than heat pumps),none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,none,999,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,999,FALSE,FALSE,TRUE,0,0
6082,hospital,290000,30.43106439,8825008.673,South Atlantic,Mixed-humid,VAV chiller with district hot water reheat,District_Heating,none,100,100,District steam or hot water piped in from outside the building,Central chillers inside (or adjacent to) the building that chill water for air conditioning,water-cooled,50,TRUE,45,FALSE,999,FALSE,999,FALSE,FALSE,none,999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,TRUE,FALSE,FALSE,1.5739602909750834e-05,
6083,large_office,325000,90.62200083,29452150.27,West South Central,Hot-dry/Mixed-dry/Hot-humid,VAV chiller with gas boiler reheat,Natural_Gas,none,90,90,Boilers inside (or adjacent to) the building that produce steam or hot water,Central chillers inside (or adjacent to) the building that chill water for air conditioning,water-cooled,75,FALSE,999,TRUE,100,FALSE,999,FALSE,FALSE,none,999,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,999,TRUE,FALSE,FALSE,0.2791968138200402,1
6085,large_office,186000,24.43533486,4544972.283588001,West South Central,Hot-dry/Mixed-dry/Hot-humid,VAV chiller with PFP boxes,Electricity,none,100,100,Packaged central unit (roof mounted),Central chillers inside (or adjacent to) the building that chill water for air conditioning,water-cooled,100,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,none,999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,TRUE,FALSE,TRUE,0.014852516,0
6086,warehouse,25000,249.4452696,6236131.740999999,Pacific,Hot-dry/Mixed-dry/Hot-humid,PSZ-AC with electric coil,Electricity,none,10,10,Packaged central unit (roof mounted),Packaged air conditioning units (other than heat pumps),none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,none,999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,FALSE,FALSE,TRUE,0,0
6087,strip_mall,14500,23.71755349,343904.5255,South Atlantic,Mixed-humid,PSZ-AC with electric coil,Electricity,none,90,95,imputed,imputed,none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,none,999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,FALSE,FALSE,TRUE,0.076365022,0
6088,strip_mall,168000,279.4561277,46948629.45,Middle Atlantic,Mixed-humid,none,Natural_Gas,Electricity+Propane,97,82,imputed,imputed,none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,none,999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,FALSE,FALSE,FALSE,0.327574655,0.8982464600803064
6089,small_office,5500,1162.262962,6392446.291,South Atlantic,Hot-dry/Mixed-dry/Hot-humid,PSZ-AC with electric coil,Electricity,none,100,100,Packaged central unit (roof mounted),Residential-type central air conditioners (other than heat pumps) that cool air directly and circulate it without using chilled water,none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,none,999,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,999,FALSE,FALSE,TRUE,0,0
6090,small_office,1300,2249.135161,2923875.709,East North Central,Very cold/Cold,Residential AC with residential forced air furnace,Natural_Gas,none,100,75,Individual space heaters (other than heat pumps),Residential-type central air conditioners (other than heat pumps) that cool air directly and circulate it without using chilled water,none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,none,999,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,999,FALSE,FALSE,FALSE,0.5402325829510296,1
6092,warehouse,85000,100.1738286,8514775.427,East South Central,Mixed-humid,PTHP,Electricity,none,100,100,Heat pumps (other than components of a packaged unit),Heat pumps for cooling,none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,TRUE,ASHP,100,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,FALSE,FALSE,FALSE,0,0
6093,warehouse,30500,662.2603362,20198940.25,South Atlantic,Hot-dry/Mixed-dry/Hot-humid,none,none,none,999,35,imputed,Residential-type central air conditioners (other than heat pumps) that cool air directly and circulate it without using chilled water,none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,none,999,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,999,FALSE,FALSE,FALSE,0,
6094,hospital,1500000,4.290378257,6435567.385350001,Middle Atlantic,Withheld to protect confidentiality,VAV chiller with gas boiler reheat,Natural_Gas,none,100,100,Boilers inside (or adjacent to) the building that produce steam or hot water,Packaged air conditioning units (other than heat pumps),water-cooled,50,FALSE,999,TRUE,100,FALSE,999,FALSE,FALSE,none,999,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,999,TRUE,TRUE,TRUE,0.5906555569223182,1
6095,medium_office,62000,48.84104442,3028144.754,South Atlantic,Hot-dry/Mixed-dry/Hot-humid,PVAV with PFP boxes,Electricity,none,35,100,Packaged central unit (roof mounted),Packaged air conditioning units (other than heat pumps),none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,none,999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,TRUE,FALSE,TRUE,0.00100386,0
6096,warehouse,108000,74.84496029,8083255.712,South Atlantic,Mixed-humid,Residential AC with residential forced air furnace,Natural_Gas,none,40,2,Individual space heaters (other than heat pumps),Residential-type central air conditioners (other than heat pumps) that cool air directly and circulate it without using chilled water,none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,none,999,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,999,FALSE,FALSE,FALSE,0.15619428435588525,1
6097,retail,85000,365.0587344,31029992.42,South Atlantic,Mixed-humid,PSZ-AC with gas coil,Natural_Gas,Electricity,100,100,Packaged central unit (roof mounted),Packaged air conditioning units (other than heat pumps),none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,none,999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,FALSE,FALSE,TRUE,0.18510718691335418,0.9605152572210338
6098,retail,6300,1868.403437,11770941.65,West South Central,Mixed-humid,PSZ-AC with gas coil,Natural_Gas,none,100,50,Packaged central unit (roof mounted),Residential-type central air conditioners (other than heat pumps) that cool air directly and circulate it without using chilled water,none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,none,999,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,999,FALSE,FALSE,TRUE,0.47317175401729833,1
6099,warehouse,4000,1007.009301,4028037.202,South Atlantic,Hot-dry/Mixed-dry/Hot-humid,none,none,none,999,100,imputed,Packaged air conditioning units (other than heat pumps),none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,none,999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,FALSE,FALSE,TRUE,0,
6101,secondary_school,148000,84.0557634,12440252.98,New England,Very cold/Cold,PVAV with gas heat with electric reheat,Natural_Gas,Electricity,100,100,Packaged central unit (roof mounted),Packaged air conditioning units (other than heat pumps),none,999,FALSE,999,TRUE,30,TRUE,35,FALSE,FALSE,WSHP,999,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,999,TRUE,FALSE,TRUE,0.7029351657698748,0.9828523158541524
6103,strip_mall,19500,579.2478297,11295332.68,Pacific,Very cold/Cold,PSZ-AC with gas coil,Natural_Gas,none,100,88,imputed,imputed,none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,none,999,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,999,FALSE,FALSE,TRUE,0.41978101444355204,1
6106,medium_office,24000,1655.242098,39725810.35,South Atlantic,Mixed-humid,none,Electricity,Natural_Gas,100,100,"Furnaces that heat air directly, without using steam or hot water",imputed,none,999,FALSE,999,FALSE,999,TRUE,100,FALSE,FALSE,none,999,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,999,FALSE,FALSE,FALSE,0.5639886440252554,0.9740427139879687
6107,strip_mall,600000,23.71755349,14230532.09,West South Central,Hot-dry/Mixed-dry/Hot-humid,none,Natural_Gas,Electricity,98,100,imputed,imputed,none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,none,999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,FALSE,FALSE,FALSE,0.096420143,0.8869756999732967
6109,hospital,360000,9.284606554,3342458.359,South Atlantic,Mixed-humid,VAV district chilled water with district hot water reheat,District_Heating,Natural_Gas,95,99,District steam or hot water piped in from outside the building,District chilled water piped in from outside the building,none,999,TRUE,95,FALSE,999,FALSE,999,FALSE,TRUE,VRF,999,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,999,TRUE,TRUE,FALSE,0.24283469513714176,1
6111,small_office,8000,48.84104442,390728.3554,South Atlantic,Mixed-humid,DOAS with VRF,Electricity,none,100,100,Heat pumps (other than components of a packaged unit),Heat pumps for cooling,none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,TRUE,VRF,100,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,FALSE,FALSE,FALSE,0.10048256103470375,0
6112,small_office,1600,1559.828617,2495725.788,East North Central,Very cold/Cold,PTAC with gas boiler,Natural_Gas,none,100,100,Boilers inside (or adjacent to) the building that produce steam or hot water,Individual room air conditioners (other than heat pumps),none,999,FALSE,999,TRUE,100,FALSE,999,FALSE,FALSE,none,999,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,999,FALSE,FALSE,FALSE,0.7442375745209934,1
6113,hospital,132000,9.284606554,1225568.065,Middle Atlantic,Mixed-humid,VAV air-cooled chiller with gas boiler reheat,Natural_Gas,Electricity+Fuel_Oil,90,100,Boilers inside (or adjacent to) the building that produce steam or hot water,Central chillers inside (or adjacent to) the building that chill water for air conditioning,air-cooled,100,FALSE,999,TRUE,95,FALSE,999,FALSE,FALSE,none,999,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,999,TRUE,FALSE,FALSE,0.6258356467462204,0.9983707114337524
6114,small_office,13500,583.6267448,7878961.055,Pacific,Very cold/Cold,PSZ-AC with gas coil,Natural_Gas,Electricity,100,85,Packaged central unit (roof mounted),Packaged air conditioning units (other than heat pumps),none,999,FALSE,999,FALSE,999,TRUE,15,FALSE,FALSE,none,999,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,999,FALSE,FALSE,TRUE,0.4736178349908207,0.988999597
6115,warehouse,3600,3231.289544,11632642.36,New England,Very cold/Cold,none,none,none,999,999,imputed,imputed,none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,none,999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,FALSE,FALSE,FALSE,,
6118,large_office,295000,48.84104442,14408108.1,South Atlantic,Mixed-humid,PVAV with PFP boxes,Electricity,none,100,90,Packaged central unit (roof mounted),Packaged air conditioning units (other than heat pumps),none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,none,999,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,999,TRUE,FALSE,TRUE,0.029342123,0
6119,full_service_restaurant,6000,887.4418834,5324651.301,Pacific,Hot-dry/Mixed-dry/Hot-humid,PSZ-AC with gas coil,Natural_Gas,none,100,80,Packaged central unit (roof mounted),Packaged air conditioning units (other than heat pumps),none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,none,999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,FALSE,FALSE,TRUE,0.6504277077160026,1
6120,full_service_restaurant,4800,789.9365928,3791695.645,Mountain,Hot-dry/Mixed-dry/Hot-humid,PSZ-AC with gas coil,Natural_Gas,none,100,100,Packaged central unit (roof mounted),Packaged air conditioning units (other than heat pumps),none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,none,999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,FALSE,FALSE,TRUE,0.3762510499593033,1
6122,small_office,1001,1828.052347,1829880.399,Pacific,Very cold/Cold,PTAC with electric coil,Electricity,none,100,80,"Furnaces that heat air directly, without using steam or hot water",Residential-type central air conditioners (other than heat pumps) that cool air directly and circulate it without using chilled water,none,999,FALSE,999,FALSE,999,TRUE,100,FALSE,FALSE,none,999,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,999,FALSE,FALSE,FALSE,0,0
6125,warehouse,8600,1828.052347,15721250.18,Pacific,Hot-dry/Mixed-dry/Hot-humid,none,none,none,999,100,imputed,Packaged air conditioning units (other than heat pumps),none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,none,999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,FALSE,FALSE,TRUE,0,
6126,warehouse,62000,247.5736973,15349569.24,South Atlantic,Mixed-humid,Residential AC with residential forced air furnace,Natural_Gas,Electricity,100,8,Individual space heaters (other than heat pumps),Residential-type central air conditioners (other than heat pumps) that cool air directly and circulate it without using chilled water,none,999,FALSE,999,FALSE,999,TRUE,8,FALSE,FALSE,none,999,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,999,FALSE,FALSE,FALSE,0.5938109527934425,0.9822444941754391
6127,strip_mall,150000,583.6267448,87544011.72,Pacific,Hot-dry/Mixed-dry/Hot-humid,PSZ-AC with gas coil,Natural_Gas,Electricity,50,50,imputed,imputed,none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,none,999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,78,FALSE,FALSE,TRUE,0.5243703435236482,0.9520654183009611
6129,small_office,3300,1851.66972,6110510.076,Middle Atlantic,Very cold/Cold,PTAC with electric coil,Electricity,none,63,45,Individual space heaters (other than heat pumps),Individual room air conditioners (other than heat pumps),none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,none,999,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,999,FALSE,FALSE,FALSE,0,0
6130,medium_office,27000,519.5023256,14026562.79,Mountain,Hot-dry/Mixed-dry/Hot-humid,PSZ-AC with gas coil,Natural_Gas,Electricity,100,100,Packaged central unit (roof mounted),Heat pumps for cooling,none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,none,999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,30,FALSE,FALSE,TRUE,0.17131143708973762,0.6474989543475903
6131,hospital,1400000,6.84426937,9581977.117,East North Central,Withheld to protect confidentiality,VAV chiller with gas boiler reheat,Natural_Gas,none,100,100,Packaged central unit (roof mounted),Packaged air conditioning units (other than heat pumps),water-cooled,60,FALSE,999,TRUE,50,FALSE,999,FALSE,FALSE,none,999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,TRUE,TRUE,TRUE,0.5463990818456442,1
6132,primary_school,114000,84.0557634,9582357.027,Middle Atlantic,Mixed-humid,none,Fuel_Oil,none,100,99,Boilers inside (or adjacent to) the building that produce steam or hot water,Individual room air conditioners (other than heat pumps),none,999,FALSE,999,TRUE,100,FALSE,999,FALSE,FALSE,none,999,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,999,FALSE,FALSE,FALSE,0.5981891167652129,1
6134,hospital,36000,908.2827965,32698180.68,South Atlantic,Hot-dry/Mixed-dry/Hot-humid,none,Electricity,none,100,100,Heat pumps (other than components of a packaged unit),Packaged air conditioning units (other than heat pumps),none,999,FALSE,999,FALSE,999,FALSE,999,TRUE,TRUE,PTHP,100,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,999,FALSE,TRUE,TRUE,0.060722793,0
6135,warehouse,160000,86.87050674,13899281.08,East North Central,Very cold/Cold,VAV chiller with PFP boxes,Electricity,none,100,100,Boilers inside (or adjacent to) the building that produce steam or hot water,Central chillers inside (or adjacent to) the building that chill water for air conditioning,water-cooled,90,FALSE,999,TRUE,90,FALSE,999,FALSE,FALSE,none,999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,TRUE,FALSE,FALSE,0.5918427062608033,0
6136,small_office,16750,499.1203535,8360265.921,West North Central,Mixed-humid,PSZ-AC with gas coil,Natural_Gas,none,100,100,Packaged central unit (roof mounted),Packaged air conditioning units (other than heat pumps),none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,none,999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,FALSE,FALSE,TRUE,0.25660463098754466,1
6140,outpatient,104000,19.69026303,2047787.355,West North Central,Very cold/Cold,DOAS with fan coil district chilled water with district hot water,District_Heating,none,100,75,District steam or hot water piped in from outside the building,District chilled water piped in from outside the building,none,999,TRUE,100,FALSE,999,FALSE,999,FALSE,FALSE,none,999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,FALSE,FALSE,FALSE,0.038854072,
6144,primary_school,48000,356.1982883,17097517.84,East North Central,Very cold/Cold,none,Natural_Gas,none,100,2,Boilers inside (or adjacent to) the building that produce steam or hot water,Individual room air conditioners (other than heat pumps),none,999,FALSE,999,TRUE,100,FALSE,999,FALSE,FALSE,none,999,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,999,FALSE,FALSE,FALSE,0.8136547208565744,1
6145,outpatient,36500,34.85121239,1272069.252,South Atlantic,Mixed-humid,VAV chiller with gas boiler reheat,Natural_Gas,none,100,100,Boilers inside (or adjacent to) the building that produce steam or hot water,Central chillers inside (or adjacent to) the building that chill water for air conditioning,water-cooled,100,FALSE,999,TRUE,100,FALSE,999,FALSE,FALSE,none,999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,TRUE,FALSE,FALSE,0.23554834518800452,1
6147,medium_office,126000,53.72437273,6769270.963475999,New England,Very cold/Cold,PVAV with gas boiler reheat,Natural_Gas,Electricity,100,100,Boilers inside (or adjacent to) the building that produce steam or hot water,Packaged air conditioning units (other than heat pumps),none,999,FALSE,999,TRUE,90,TRUE,10,FALSE,FALSE,none,999,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,999,TRUE,TRUE,TRUE,0.426627244,0.9770020824915302
6148,retail,180000,639.7223438,115150021.9,Pacific,Hot-dry/Mixed-dry/Hot-humid,PVAV with gas heat with electric reheat,Natural_Gas,Electricity,100,100,Packaged central unit (roof mounted),Packaged air conditioning units (other than heat pumps),none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,none,999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,TRUE,FALSE,TRUE,0.13569784781912772,0.9237782461644037
6150,primary_school,10500,499.1203535,5240763.712,New England,Very cold/Cold,PVAV with gas boiler reheat,Fuel_Oil,Propane,100,999,Boilers inside (or adjacent to) the building that produce steam or hot water,imputed,none,999,FALSE,999,TRUE,70,FALSE,999,FALSE,FALSE,none,999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,TRUE,FALSE,FALSE,0.7898973834482839,1
6151,warehouse,35000,1117.742122,39120974.28,South Atlantic,Mixed-humid,PSZ-AC with gas coil,Natural_Gas,Natural_Gas,30,30,Packaged central unit (roof mounted),Heat pumps for cooling,none,999,FALSE,999,FALSE,999,FALSE,999,TRUE,FALSE,none,999,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,999,FALSE,FALSE,TRUE,0.004682618,0.32449544914918876
6153,medium_office,28500,583.35117,16625508.34,Middle Atlantic,Very cold/Cold,PSZ-AC with gas boiler,Propane,none,100,100,Boilers inside (or adjacent to) the building that produce steam or hot water,Packaged air conditioning units (other than heat pumps),none,999,FALSE,999,TRUE,100,FALSE,999,FALSE,FALSE,none,999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,FALSE,FALSE,TRUE,0.5170845466287233,
6154,medium_office,67000,249.4452696,16712833.07,Pacific,Marine,PVAV with gas heat with electric reheat,Natural_Gas,Electricity,100,100,Packaged central unit (roof mounted),Heat pumps for cooling,none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,VRF,999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,TRUE,FALSE,TRUE,0.4669643495469349,0.9562526356118455
6156,primary_school,2900,1849.184963,5362636.392,Pacific,Hot-dry/Mixed-dry/Hot-humid,PSZ-AC with gas coil,Natural_Gas,none,75,75,Packaged central unit (roof mounted),Packaged air conditioning units (other than heat pumps),none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,none,999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,FALSE,FALSE,TRUE,0.15847160487010298,1
6157,large_office,350000,17.19125821,6016940.374550001,Mountain,Hot-dry/Mixed-dry/Hot-humid,VAV chiller with PFP boxes,Electricity,none,100,100,Packaged central unit (roof mounted),Central chillers inside (or adjacent to) the building that chill water for air conditioning,water-cooled,90,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,none,999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,TRUE,FALSE,TRUE,0.000921847,0
6158,small_office,24000,632.5171068,15180410.56,South Atlantic,Mixed-humid,PSZ-AC with gas coil,Natural_Gas,Electricity,100,100,Packaged central unit (roof mounted),Packaged air conditioning units (other than heat pumps),none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,none,999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,FALSE,FALSE,TRUE,0.4105171485554377,0.9387965449231281
6163,warehouse,152000,316.2632615,48072015.74,West South Central,Hot-dry/Mixed-dry/Hot-humid,PVAV with gas heat with electric reheat,Natural_Gas,Electricity,100,30,Packaged central unit (roof mounted),Packaged air conditioning units (other than heat pumps),none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,none,999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,TRUE,FALSE,TRUE,0.18694748959295399,0.8916600590155813
6164,primary_school,71000,356.1982883,25290078.47,South Atlantic,Mixed-humid,none,Natural_Gas,none,100,100,Boilers inside (or adjacent to) the building that produce steam or hot water,Central chillers inside (or adjacent to) the building that chill water for air conditioning,air-cooled,100,FALSE,999,TRUE,100,FALSE,999,FALSE,FALSE,none,999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,FALSE,FALSE,FALSE,0.5225064149476599,1
6166,strip_mall,22500,673.1729967,15146392.43,Mountain,Very cold/Cold,none,Natural_Gas,Electricity,100,90,imputed,imputed,none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,none,999,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,100,FALSE,FALSE,FALSE,0.6342021042585514,0.969787148
6167,small_office,1200,23.71755349,28461.06418,South Atlantic,Mixed-humid,Residential AC with residential forced air furnace,Natural_Gas,none,100,100,"Furnaces that heat air directly, without using steam or hot water",Residential-type central air conditioners (other than heat pumps) that cool air directly and circulate it without using chilled water,none,999,FALSE,999,FALSE,999,TRUE,100,FALSE,FALSE,none,999,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,999,FALSE,FALSE,FALSE,0.20466810577441985,1
6168,strip_mall,43000,657.7109258,28281569.81,East North Central,Very cold/Cold,PTAC with gas coil,Natural_Gas,Electricity,100,100,imputed,imputed,none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,none,999,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,999,FALSE,FALSE,FALSE,0.5498552937339773,0.9621383962812546
6172,primary_school,30500,369.8369926,11280028.27,Pacific,Very cold/Cold,none,Natural_Gas,none,100,999,Other heating equipment,imputed,none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,none,999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,FALSE,FALSE,FALSE,0.7401612403100776,1
6173,warehouse,255000,62.70301769,15989269.51,East North Central,Very cold/Cold,PVAV with gas boiler reheat,Natural_Gas,none,100,5,Packaged central unit (roof mounted),Packaged air conditioning units (other than heat pumps),none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,none,999,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,999,TRUE,FALSE,TRUE,0.9408067416226328,1
